model,benchmark,problem_id,generated,score,passed,error
7b,humaneval_x_py2java,hex/87,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<List<Integer>> getRow(List<List<Integer>> lst, int x) {
        List<List<Integer>> result = new ArrayList<>();
        
        for (int i = 0; i < lst.size(); i++) {
            List<Integer> row = lst.get(i);
            for (int j = 0; j < row.size(); j++) {
                if (row.get(j) == x) {
                    List<Integer> coord = new ArrayList<>();
                    coord.add(i);
                    coord.add(j);
                    result.add(coord);
                }
            }
        }
        
        // Sort by rows in ascending order
        Collections.sort(result, Comparator.comparingInt(a -> a.get(0)));
        
        // Sort by columns in descending order within the same row
        for (List<Integer> coord : result) {
            Collections.sort(coord, Collections.reverseOrder());
        }
        
        return result;
    }
}
```",0.0,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:37)"
7b,humaneval_x_py2java,hex/93,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public String encode(String message) {
        String vowels = ""aeiouAEIOU"";
        Map<Character, Character> vowelsReplace = new HashMap<>();
        for (char v : vowels.toCharArray()) {
            vowelsReplace.put(v, (char)(v + 2));
        }
        
        StringBuilder encodedMessage = new StringBuilder();
        for (char c : message.toCharArray()) {
            if (vowels.indexOf(c) != -1) {
                encodedMessage.append(vowelsReplace.get(c));
            } else {
                encodedMessage.append(c);
            }
        }
        
        return encodedMessage.toString().toUpperCase().replace('A', 'a').replace('E', 'e').replace('I', 'i').replace('O', 'o').replace('U', 'u');
    }
}
```",0.0,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:17)"
7b,humaneval_x_py2java,hex/97,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public int multiply(int a, int b) {
        return Math.abs(a % 10) * Math.abs(b % 10);
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/103,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public String roundedAvg(int n, int m) {
        if (m < n) {
            return ""-1"";
        }
        long summation = 0;
        for (int i = n; i <= m; i++) {
            summation += i;
        }
        double average = (double) summation / (m - n + 1);
        long roundedAverage = Math.round(average);
        return ""0b"" + Long.toBinaryString(roundedAverage);
    }
}
```",0.0,False,"compile: /tmp/tmphk55acyq/Main.java:19: error: incompatible types: String cannot be converted to int
                (int) s.roundedAvg(7, 5) == -1,
                                  ^
/tmp/tmphk55acyq/Main.java:20: error: incompatible types: String cannot be converted to int
                (int) s.roundedA"
7b,humaneval_x_py2java,hex/107,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> evenOddPalindrome(int n) {
        int evenPalindromeCount = 0;
        int oddPalindromeCount = 0;

        for (int i = 1; i <= n; i++) {
            if (i % 2 == 1 && isPalindrome(i)) {
                oddPalindromeCount++;
            } else if (i % 2 == 0 && isPalindrome(i)) {
                evenPalindromeCount++;
            }
        }

        List<Integer> result = new ArrayList<>();
        result.add(evenPalindromeCount);
        result.add(oddPalindromeCount);

        return result;
    }

    private boolean isPalindrome(int n) {
        String numStr = Integer.toString(n);
        String reversedStr = new StringBuilder(numStr).reverse().toString();
        return numStr.equals(reversedStr);
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/108,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public int countNums(List<Integer> arr) {
        return (int) arr.stream()
                .mapToInt(this::digitsSum)
                .filter(x -> x > 0)
                .count();
    }

    private int digitsSum(int n) {
        int neg = 1;
        if (n < 0) {
            n *= -1;
            neg = -1;
        }
        String s = Integer.toString(n);
        int[] digits = new int[s.length()];
        for (int i = 0; i < s.length(); i++) {
            digits[i] = Character.digit(s.charAt(i), 10);
        }
        digits[0] *= neg;
        return Arrays.stream(digits).sum();
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/114,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public int minSubArraySum(List<Integer> nums) {
        int max_sum = 0;
        int s = 0;
        for (int num : nums) {
            s += -num;
            if (s < 0) {
                s = 0;
            }
            max_sum = Math.max(s, max_sum);
        }
        if (max_sum == 0) {
            max_sum = Collections.min(nums);
        }
        int min_sum = -max_sum;
        return min_sum;
    }
}
```",0.0,False,"Exception in thread ""main"" java.lang.AssertionError
	at Main.main(Main.java:24)"
7b,humaneval_x_py2java,hex/129,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> minPath(List<List<Integer>> grid, int k) {
        int n = grid.size();
        int val = n * n + 1;
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < n; j++) {
                if (grid.get(i).get(j) == 1) {
                    List<Integer> temp = new ArrayList<>();
                    if (i != 0) {
                        temp.add(grid.get(i - 1).get(j));
                    }

                    if (j != 0) {
                        temp.add(grid.get(i).get(j - 1));
                    }

                    if (i != n - 1) {
                        temp.add(grid.get(i + 1).get(j));
                    }

                    if (j != n - 1) {
                        temp.add(grid.get(i).get(j + 1));
                    }

                    val = Math.min(val, Collections.min(temp));
                }
            }
        }

        List<Integer> ans = new ArrayList<>();
        for (int i = 0; i < k; i++) {
            if (i % 2 == 0) {
                ans.add(1);
            } else {
                ans.add(val);
            }
        }
        return ans;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/135,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public int canArrange(List<Integer> arr) {
        int ind = -1;
        int i = 1;
        while (i < arr.size()) {
            if (arr.get(i) < arr.get(i - 1)) {
                ind = i;
            }
            i += 1;
        }
        return ind;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/138,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public boolean isEqualToSumEven(int n) {
        return n % 2 == 0 && n >= 8;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/139,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public long specialFactorial(int n) {
        long factI = 1;
        long specialFact = 1;
        for (int i = 1; i <= n; i++) {
            factI *= i;
            specialFact *= factI;
        }
        return specialFact;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/143,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public String wordsInSentence(String sentence) {
        List<String> newLst = new ArrayList<>();
        for (String word : sentence.split("" "")) {
            if (isPrime(word.length())) {
                newLst.add(word);
            }
        }
        return String.join("" "", newLst);
    }

    private boolean isPrime(int num) {
        if (num <= 1) {
            return false;
        }
        if (num == 2) {
            return true;
        }
        for (int i = 2; i <= Math.sqrt(num); i++) {
            if (num % i == 0) {
                return false;
            }
        }
        return true;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/148,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<String> bf(String planet1, String planet2) {
        String[] planetNames = {""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""};
        List<String> result = new ArrayList<>();
        
        int planet1Index = -1;
        int planet2Index = -1;
        
        for (int i = 0; i < planetNames.length; i++) {
            if (planetNames[i].equals(planet1)) {
                planet1Index = i;
            }
            if (planetNames[i].equals(planet2)) {
                planet2Index = i;
            }
        }
        
        if (planet1Index == -1 || planet2Index == -1 || planet1Index == planet2Index) {
            return result;
        }
        
        if (planet1Index < planet2Index) {
            for (int i = planet1Index + 1; i < planet2Index; i++) {
                result.add(planetNames[i]);
            }
        } else {
            for (int i = planet2Index + 1; i < planet1Index; i++) {
                result.add(planetNames[i]);
            }
        }
        
        return result;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/149,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<String> listSort(List<String> lst) {
        Collections.sort(lst);
        List<String> new_lst = new ArrayList<>();
        for (String i : lst) {
            if (i.length() % 2 == 0) {
                new_lst.add(i);
            }
        }
        new_lst.sort(Comparator.comparingInt(String::length).thenComparing(Comparator.naturalOrder()));
        return new_lst;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/151,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public int doubleTheDifference(List<Object> lst) {
        int sum = 0;
        for (Object obj : lst) {
            if (obj instanceof Integer) {
                int num = (Integer) obj;
                if (num > 0 && num % 2 != 0) {
                    sum += num * num;
                }
            }
        }
        return sum;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/152,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> compare(List<Integer> game, List<Integer> guess) {
        List<Integer> result = new ArrayList<>();
        for (int i = 0; i < game.size(); i++) {
            int diff = Math.abs(game.get(i) - guess.get(i));
            result.add(diff);
        }
        return result;
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/155,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> evenOddCount(int num) {
        int even_count = 0;
        int odd_count = 0;
        for (char c : String.valueOf(Math.abs(num)).toCharArray()) {
            if ((c - '0') % 2 == 0) {
                even_count += 1;
            } else {
                odd_count += 1;
            }
        }
        return Arrays.asList(even_count, odd_count);
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/156,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public String intToMiniRoman(int number) {
        int[] num = {1, 4, 5, 9, 10, 40, 50, 90, 100, 400, 500, 900, 1000}; 
        String[] sym = {""I"", ""IV"", ""V"", ""IX"", ""X"", ""XL"", ""L"", ""XC"", ""C"", ""CD"", ""D"", ""CM"", ""M""}; 
        int i = 12;
        StringBuilder res = new StringBuilder();
        while (number > 0) { 
            int div = number / num[i]; 
            number %= num[i]; 
            while (div > 0) { 
                res.append(sym[i]); 
                div--; 
            }
            i--; 
        }
        return res.toString().toLowerCase();
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/161,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public String solve(String s) {
        boolean hasLetter = false;
        StringBuilder newStr = new StringBuilder(s);
        
        for (int i = 0; i < s.length(); i++) {
            char c = s.charAt(i);
            if (Character.isLetter(c)) {
                newStr.setCharAt(i, Character.isUpperCase(c) ? Character.toLowerCase(c) : Character.toUpperCase(c));
                hasLetter = true;
            }
        }
        
        if (!hasLetter) {
            return newStr.reverse().toString();
        }
        
        return newStr.toString();
    }
}
```",1.0,True,
7b,humaneval_x_py2java,hex/163,"```java
import java.util.*;
import java.lang.*;

class Solution {
    public List<Integer> generateIntegers(int a, int b) {
        List<Integer> result = new ArrayList<>();
        
        int lower = Math.max(2, Math.min(a, b));
        int upper = Math.min(8, Math.max(a, b));

        for (int i = lower; i <= upper; i++) {
            if (i % 2 == 0) {
                result.add(i);
            }
        }

        return result;
    }
}
```",1.0,True,
